snapshot_date,territory,source,source_url,company,company_tier,title,years_min,years_max,in_band_for_1plus_yrs,location,work_mode,salary_lpa,languages,backend,frontend,retrieval_vector,agent_frameworks,llm_providers,cloud,data,ops_deploy,ml_deep,soft_asks,deliverables,excerpt
2026-09-18,ai_native_startups,Ashby,https://jobs.ashbyhq.com/sarvam/86ae80f8-b7eb-43a4-afde-fef58e77e23e,Sarvam AI,ai_startup,"Backend Engineer, Chanakya",3,6,False,Bengaluru,onsite,,Python|Go|Rust,FastAPI|asyncio|Pydantic|RESTful|GraphQL|gRPC,,Qdrant|Chroma|Weaviate|vector databases,LangChain|LlamaIndex|MCP servers|agentic pipelines,LLM APIs,,PostgreSQL|Redis|document ingestion pipelines|job queues,Docker|Kubernetes|K3s|testing|air-gapped deployment,,documentation|system_design|code_review,"Core backend: MCP servers, document ingestion, agentic backends, on-prem deployment tooling","Database experience: PostgreSQL, Redis and vector databases (Qdrant, Chroma, Weaviate)"
2026-09-18,ai_native_startups,Ashby,https://jobs.ashbyhq.com/sarvam/87d5a5af-ea7d-4b94-a0fa-81dc64e54907,Sarvam AI,ai_startup,"Strategic Deployment Engineer, Chanakya",3,6,False,Delhi,onsite,,Python,REST APIs,,RAG architectures|vector stores,MCP server|agentic frameworks,,,,Docker|Linux administration|CI/CD|vLLM|TGI|Ollama|model serving|deployment pipelines,model drift,client_facing|documentation|poc_prototype|stakeholder_management|requirements_gathering,End-to-end deployment of full AI stack inside client environments including air-gapped infrastructure,"Hands-on experience with LLM inference stacks - vLLM, TGI, Ollama - and RAG architectures and vector stores"
2026-09-18,ai_native_startups,Ashby,https://jobs.ashbyhq.com/sarvam/e7f783e8-6378-4158-97d5-48a397a91698,Sarvam AI,ai_startup,"ML Ops Engineer, Chanakya",3,5,False,Delhi,onsite,,Python,,,,,,on-prem and cloud deployments,data pipelines,vLLM|TGI|Triton Inference Server|Docker|Kubernetes|Prometheus|Grafana|GitHub Actions|ArgoCD|DVC|CI/CD|monitoring|A/B testing|eval dashboards,fine-tuning|GGUF|AWQ|GPTQ|model evaluation frameworks|accuracy drift,documentation,"Model lifecycle across defence deployments: serving infra, eval-gated CI/CD, drift monitoring","Deep expertise in model serving: vLLM, TGI, Triton Inference Server. Experience with quantised model formats"
2026-09-18,ai_native_startups,Greenhouse,https://job-boards.greenhouse.io/emergentlabsinc/jobs/4335496009,Emergent Labs,ai_startup,Forward Deployed Engineer,,,False,Bangalore,,,,APIs,web applications,,autonomous coding agents,AI/LLM-based tools,,databases,debugging|integrations,,client_facing|poc_prototype|requirements_gathering,Builds and deploys production applications on AI coding-agent platform for US/EU customers,"Comfortable working with APIs, databases, debugging and integrations. Experience with AI/LLM-based tools is a plus"
2026-09-18,ai_native_startups,Greenhouse,https://app.careerpuck.com/job-board/truefoundry/job/5250738008,TrueFoundry,ai_startup,Solution Architect,3,7,False,Bengaluru,hybrid,,Python|Go|TypeScript,,,,LangChain|agents|agent workflows|MCP,OpenAI|Anthropic|Google|self-hosted models,AWS|Azure|GCP,,Kubernetes|vLLM|SGLang|Triton|model serving|evals|eval pipelines|guardrails|observability,ML pipelines,client_facing|system_design|stakeholder_management|poc_prototype,"Owns technical arc of enterprise deals: architecture, POCs, integration glue, agent workflows, eval pipelines","You have worked with LLMs, agents, evals or ML pipelines in production. Familiarity with vLLM, SGLang, LangChain, Triton"
2026-09-18,ai_native_startups,Greenhouse,https://app.careerpuck.com/job-board/truefoundry/job/5373665008,TrueFoundry,ai_startup,Founding Support Engineer,,,False,Bangalore,hybrid,,,RBAC|SSO,,,MCP proxy|agents,LLMs,at least one major cloud,,Kubernetes|guardrails|logs|distributed systems debugging|incident response|runbooks,ML pipelines,client_facing|documentation,First response when enterprise customers production AI stack breaks,"Comfortable with Kubernetes and at least one major cloud. Exposure to LLMs, agents or ML pipelines in production a strong plus"
2026-09-18,ai_native_startups,Keka,https://nurix.keka.com/careers/jobdetails/40634,Nurix AI,ai_startup,Machine Learning Engineer,4,,False,Bangalore,onsite,,Python,,,Agentic RAG pipelines,LLM orchestration|voice agents,,,,MLOps|voice:ASR|voice:TTS|voice:Voice-to-Voice systems|voice:low-latency real-time production|voice:interruptions and natural pauses,PyTorch|TensorFlow|JAX|ASR|TTS|NLP|LLM fine-tuning|dialogue systems|multilingual Indian-context ASR/TTS,stakeholder_management,Custom ASR/TTS models and agentic RAG pipelines for conversational voice agents,4+ years of hands-on ML engineering experience with a focus on speech/NLP systems
2026-09-18,ai_native_startups,Greenhouse,https://www.observe.ai/position?gh_jid=5254531008,Observe.AI,ai_startup,"AI Agent Engineer, Client Facing",3,,False,Redwood City (not India),hybrid,,Python|JavaScript,API integration,,retrieval-augmented generation|vector DBs,LangChain|LlamaIndex|orchestration frameworks|AI Agents,GPT|Claude|Gemini,Amazon Connect,knowledge bases|CRMs,evaluation frameworks|voice:SIP|voice:Twilio|voice:CCaaS|voice:PSTN|voice:telephony integration|n8n|Zapier,,client_facing|stakeholder_management|poc_prototype|requirements_gathering,"End-to-end lifecycle of enterprise Voice and Chat AI agents: prompt design, telephony, integrations","Familiarity with LLMs (GPT, Claude, Gemini), vector DBs and orchestration frameworks (LangChain, LlamaIndex)"
2026-09-18,ai_native_startups,Greenhouse,https://job-boards.greenhouse.io/devrev/jobs/5668939004,DevRev,ai_startup,Forward Deployed Engineer,5,,False,Bangalore / Chennai,,,TypeScript|JavaScript|Python|Go,REST|GraphQL|webhooks|event-driven/pub-sub,,RAG|semantic search,AI agents|function calling|Model Context Programming,large language models,AWS Lambda|Google Cloud Functions|serverless|edge platforms,SQL|graph data structures|data modeling,CI/CD|containers|observability|evals|telemetry|logging,,client_facing|stakeholder_management|documentation|poc_prototype,"AI agents, integrations and automations connecting DevRev to customer stacks; 70-80% coding, 30% customer","Familiarity with LLMs, prompt engineering, frameworks like RAG and function calling, and building evals"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=e858d1eeda7b9e64,TechLantern Solutions,other,AI/ML Engineer,2,8,True,Pune,hybrid,4-20,Python|SQL,FastAPI,,RAG|Pinecone|Weaviate|ChromaDB|FAISS|Milvus,LangChain|LangGraph|LlamaIndex|CrewAI|AutoGen|MCP|AI Agents|Multi-Agent Systems|Agentic Workflows,OpenAI|Anthropic Claude|Google Gemini|Hugging Face,AWS|Azure|GCP,SQL,Docker|Kubernetes|LLMOps|LangSmith|LangFuse|model evaluation|monitoring|deployment pipelines|red-teaming,Machine Learning|Deep Learning|Transformer architectures|Fine-tuning|LoRA|QLoRA|Prompt Engineering,,"LLM and agentic applications with RAG, fine-tuning and LLMOps evaluation pipelines","Agents: AI Agents, Multi-Agent Systems, Agentic Workflows, MCP. Frameworks: LangChain, LangGraph, LlamaIndex, CrewAI, AutoGen"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=986599ab153b8464,Jobbycart Technologies,other,AI Engineer,4,6,False,Karnataka,onsite,7-10,Python,,,RAG|Qdrant|Milvus|Elasticsearch|semantic search|embeddings|reranking|chunking|hybrid search|indexing,LangChain|LlamaIndex|MCP|Agentic AI,Hugging Face|multimodal LLMs,AWS|Azure|GCP,,containers|CI/CD|monitoring|evaluation,OCR|prompt engineering|document/layout parsing,client_facing|stakeholder_management,Production LLM conversational agents and RAG pipelines over documents for pharma clients,"Semantic search, embeddings, reranking and chunking strategies; evaluate for grounding, hallucination, latency and cost"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=9418727070d00399,Techlicious Design & Development,other,AI Engineer,2,5,True,Thane,onsite,6-18,C#|Python,.NET Core|Entity Framework Core,,RAG|embeddings|vector search|Azure AI Search|Qdrant|Pinecone|Milvus,Microsoft Semantic Kernel|LangChain|agentic workflows,OpenAI APIs|Azure OpenAI Service,Microsoft Azure|App Services|Key Vault|Cognitive Services,MS SQL Server|PostgreSQL|NoSQL,Docker|Git/GitHub Actions,prompt engineering|LLM optimization,documentation,"AI-driven features, RAG pipelines and agentic workflows on .NET/Azure stack","Hands-on experience with Microsoft Semantic Kernel, LangChain, OpenAI APIs, Azure OpenAI Service"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=21f50d483c39f44e,Kasmoprav,staffing,AI Engineer - LLM / RAG / Agentic AI,3,,False,Remote India,remote,7.2-8.4,Python,,,RAG|Qdrant|Milvus|Elasticsearch|chunking|embedding selection|hybrid search|reranking,LangChain|LlamaIndex|MCP|agentic AI,,AWS|Azure|GCP,,observability|AI evaluation|LLM evaluation frameworks|guardrails,prompt engineering|OCR|multimodal understanding,,RAG and agentic document-processing pipelines on 12-month contract,"Chunking, embedding selection, hybrid search, reranking. MCP protocols for external tools"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=9ce3fd9c7ee0b563,S.S.Rana & Co.,other,AI Engineer,1,2,True,New Delhi,onsite,,Python,FastAPI|REST APIs|.NET MVC,,RAG|Chroma DB|Qdrant|FAISS|vector databases,Lang Graph|Claude Agent SDK|LLAMA Index,LLAMA|Claude|ChatGPT,,SQL,Copilot|Cursor AI,prompt engineering|LLM fine-tuning,,AI applications and RAG pipelines over enterprise SQL data for a law firm,"Develop AI applications using LLMs, Lang Graph, Claude Agent SDK and LLAMA Index"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=aa3fb428ed54ffef,Quantum School of AI,other,AI Developer - 1 to 2 Years,1,2,True,Hyderabad,onsite,,Python,,,Pinecone|FAISS|Chroma|vector databases,LangGraph|agent/orchestration frameworks,Bedrock|LLM APIs,AWS|EC2|S3|Lambda|SageMaker|Bedrock|GCP|Azure,,Git|MLOps|model deployment pipelines,PyTorch|TensorFlow|scikit-learn|NLP|computer vision|prompt engineering,mentoring,AI/ML development with LangGraph orchestration on AWS,Experience with LangGraph (or similar agent/orchestration frameworks). Hands-on experience with AWS
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=60074cc1eaee5f1d,Techila Global Services,staffing,AI Engineer,4,15,False,Pune,hybrid,,Python,,,,Agentic AI|Multi-Agent Systems,LLMs,AWS|GCP|Azure,,Docker|Kubernetes|MLOps|AI/ML Model Deployment,Deep Learning|TensorFlow|PyTorch|JAX|Reinforcement Learning,,Not described - bare stack list with Immediate Joiners Only note,"TAGS: AI/ML, Machine Learning, AI Engineer. Bare list: Python / Deep Learning / TensorFlow / PyTorch / JAX / GenAI / Agentic AI / MLOps"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=e76f5cca6e2ce40d,Begig,staffing,AI/ML Engineer,,,False,Mumbai,hybrid,,Python,,,,,Anthropic Claude,,pandas,pytest|DeepEval|Promptfoo|LLM evaluation frameworks|Git|automated testing,LLM prompt engineering|OLS regression|statsmodels|scipy,,Structured-output LLM pipelines with statistical modelling on 12-month contract,LLM prompt engineering with Anthropic Claude. JSON Schema and Pydantic for structured outputs. Automated testing using pytest and LLM evaluation frameworks
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=0f85b1a2adee8582,Cloudseed Technologies,other,Generative AI Engineer,0,1,True,Coimbatore,hybrid,,Python,,,,LangChain|LlamaIndex,Hugging Face,,,,ML/DL concepts|spaCy|NLTK|Transformers|NLP|prompt engineering|LLM fine-tuning,poc_prototype,"Assist in building GenAI applications, prompt engineering and model output evaluation",Proficiency in Python and basic understanding of ML/DL. 2023/2024 graduates welcome
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=734d03461147193e,Inno Valley Works,other,AI Engineer,3,5,False,Coimbatore,,,Python,backend APIs,frontend,RAG,LangChain|LangGraph|LlamaIndex|multi-agentic,LLM,AWS|Azure|GCP,ETL|data warehouses,containerization|CI-CD,,requirements_gathering|poc_prototype|system_design,"Single and multi-agent GenAI applications with RAG pipelines, full-stack","Strong Python proficiency - production code, not just scripts. Translate business requirements into GenAI solutions"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=603788480a0ab2ea,V support Solutions,staffing,AI-Machine Learning Engineer,3,5,False,Coimbatore,onsite,4.8-7.2,Python,FastAPI|RESTful API,,,,,AWS|SageMaker|Kinesis,SQL|NoSQL|data pipelines,Git/Bitbucket|Ubuntu,Scikit-Learn|OpenCV|TensorFlow|Keras|PyTorch|computer vision|GPU model training,,"Computer-vision and ML models over video, text and sensor data with FastAPI serving","In depth knowledge of Python and its data analysis and ML packages (Scikit-Learn, OpenCV, TensorFlow, Keras, PyTorch)"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=2b76c9f0a43642df,PCDS Infotech,other,AI / Generative AI Engineer,1,8,True,Mumbai,hybrid,6-35,Python|Node.js,APIs,,Vector DB|RAG,AI assistants,LLM basics,Cloud basics,,,Prompt Engineering,,"AI-enabled features, prompt workflows, RAG-based search and AI assistants",TAGS only. Entire stack section: Python or Node.js | LLM basics | Prompt Engineering | Vector DB / RAG | APIs | Cloud basics
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=033ae380b4d89c19,Infosys Limited,services_mnc,Python Developer - Agentic AI / LLM / RAG,1,6,True,Bengaluru,,,Python,FastAPI|Flask|Django|REST APIs,,RAG|Pinecone|ChromaDB|Weaviate|FAISS|Azure AI Search|embeddings|semantic search,LangChain|LangGraph|CrewAI|AutoGen|Agentic AI|Multi-agent architectures,LLMs,Azure AI Search,,Git|CI/CD|MLOps|Docker|Kubernetes|model evaluation|AgentOps|LLMOps,NLP|prompt engineering,,"Agentic AI, LLM and RAG systems in Python with enterprise AI governance","TAGS: AgentOps, LLMOps, Generative AI chains, Responsible AI, Python"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=a4fa4258e074aba4,TechXLNS,other,Mid-Level AI Engineer (Full stack),2,4,True,"Vadavalli, Coimbatore",onsite,6-10,Python|TypeScript,FastAPI|Flask|Node.js|Express|NestJS,,Pinecone|Qdrant|Milvus|Pgvector|semantic discovery|AI-enabled search,LangChain|LlamaIndex|Agentic AI workflows|LLM orchestration,Llama Guard,,,Ragas|TruLens|DeepEval|LLM evaluation pipelines|NeMo Guardrails|Guardrails AI|inference optimization,Machine Learning|NLP|LLM application engineering,,"AI-enabled semantic search, chat-based data insight tools and agentic workflows with guardrails","Guardrail frameworks: NeMo Guardrails, Guardrails AI, Llama Guard. Evaluation suites: Ragas, TruLens, DeepEval"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=db5fb2dd0a500473,Tech Arch Softwares,other,AI Developer,3,,False,Remote India,remote,12-18,Python,REST APIs|Webhooks,,RAG|Embeddings|Vector Databases,LangChain|LangGraph|n8n|agentic AI workflows,LLMs|open-source LLM,AWS|Azure|GCP,MySQL|PostgreSQL|MongoDB|Redis,Docker|Git,Machine Learning|Deep Learning|NLP|Computer Vision|Voice AI,,End-to-end agentic AI workflows and AI SaaS connected to business platforms and CRMs,Build AI solutions independently from scratch. Design and implement agentic AI workflows. Not prompt-only developers
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=74bb7f086ea4feea,Invoidea Technologies,other,AI/ML Developer,,,False,India,,,Python,REST APIs,,Retrieval-Augmented Generation systems,AI Frameworks,OpenAI API|Large Language Models,AWS|GCP|Microsoft Azure,Pandas|NumPy|SQL|NoSQL,Git|Docker|Kubernetes|CI/CD|model evaluation,NLP|Computer Vision|Reinforcement Learning|deep learning,,Not described beyond a generic ML/GenAI stack list,"TAGS: Python, OpenAI API, AWS/Azure/GCP, SQL, NoSQL, REST APIs, Generative AI and LLMs, AI Frameworks, NLP"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=a19ca53ae6bc2c4a,MyAdvice,other,AI Engineer I (Generative AI),1,3,True,Remote India,remote,12-15,Python,,,RAG|vector database,LangChain|LlamaIndex|AI agents,HuggingFace|GPT|LLaMA|Claude|Gemini,AWS|GCP,,Docker|Kubernetes|MLOps|guardrails,transformer-based LLMs|fine-tune large language models|prompt engineering,,Generative AI applications including chatbots and AI agents with RAG and fine-tuning,"Strong proficiency in Python. Expertise with transformer-based LLMs and frameworks like LangChain, LlamaIndex, HuggingFace"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=9fe48c9393312b11,QuantumLoopAI,ai_startup,"AI/ML & Prompt Engineer LLM, RAG & Voice Agent",,,False,Remote India (UK hours),remote,,Python,NestJS|APIs|Microservices,Next.js|React,RAG frameworks,voice-agent|dialogue-system design,GPT|LLaMA|Mistral|open-source LLM,Azure|App Services|Functions|Cognitive Services,MySQL,Docker|MLOps pipelines|model monitoring,prompt engineering|LLMs|speech-to-text|text-to-speech,system_design|stakeholder_management,LLM and RAG systems for AI healthcare reception platform used by GP surgeries,"Hands-on experience with prompt engineering, LLMs, RAG frameworks and voice-agent or dialogue-system design"
2026-09-18,staffing_volume,Indeed India,https://in.indeed.com/viewjob?jk=fb652987005ced37,Altimetrik Corp,services_mnc,Engineer - AI,2,5,True,Bengaluru,,,,,,,,,,Data Engineering,,,,Not described - two-line requisition noting internal candidate identified,"TAGS: GenAI Engineer, Data Engineering. Body reads: Gen AI - Engineer. Internal candidate has been identified"
2026-09-18,staffing_volume,Foundit,https://www.foundit.in/job/generative-ai-engineer-huntingcube-hyderabad-67596711,HuntingCube,staffing,Generative AI Engineer,0,1,True,Hyderabad,,,Python,RESTful APIs,,Retrieval-Augmented Generation|Vector databases,LangChain|LlamaIndex|AI orchestration framework,Hugging Face Transformers|Large Language Models,Google Cloud Platform|Microsoft Azure|AWS,,Docker|Kubernetes,Prompt engineering,,Not described - requirement list only,"TAGS: LangChain, Hugging Face Transformers, Vector databases, Prompt engineering, RAG, LlamaIndex, LLMs, GCP, Docker, Azure, RESTful APIs, Python, AWS"
2026-09-18,staffing_volume,Foundit,https://www.foundit.in/job/generative-ai-engineer-solytics-partners-pune-66795130,Solytics Partners,consultancy,Generative AI Engineer,0,1,True,Pune,,,Python,FastAPI|Flask,,RAG systems|Vector Databases|semantic search,AI Agents/Agentic AI,LLM-based applications,AWS|Azure,structured and unstructured data,Docker|containerized deployments|CI/CD|MLOps,Prompt Engineering|Machine Learning|Data Science fundamentals,system_design,End-to-end production GenAI applications with RAG and agentic components,"TAGS: Generative AI, LLMs, AI Agents, CI/CD, Vector Databases, RAG, Prompt Engineering, MLOps, Docker, Flask, FastAPI, Python"
2026-09-18,remote_global,We Work Remotely,https://weworkremotely.com/remote-jobs/toptal-ai-platform-engineer-aws-bedrock-agentcore,Toptal,staffing,AI/Platform Engineer - AWS Bedrock Agentcore,,,False,"India geolocked, remote",remote,USD 30-50/hr,Python,,,RAG|OpenSearch vector search,LangChain|LangGraph|LlamaIndex|AgentCore|MCP servers|AI agents,AWS Bedrock|Azure OpenAI,AWS|Azure|Lambda|API Gateway|IAM|SageMaker,DynamoDB|OpenSearch|Apache Spark|PySpark,CDK|CloudFormation|infrastructure-as-code,,system_design,Conversational AI systems and AI agent platform infrastructure on AWS Bedrock,"Experience with at least one of: agent orchestration frameworks (LangChain, LangGraph, LlamaIndex), RAG system design or AWS production infrastructure"
2026-09-18,remote_global,We Work Remotely,https://weworkremotely.com/remote-jobs/toptal-ai-engineers,Toptal,staffing,AI Engineers,,,False,Anywhere in the World,remote,,Python,modern backend systems,,RAG pipelines|embeddings|vector databases|retrieval strategies,LangGraph|LangChain|LlamaIndex|Semantic Kernel|AI agents,LLMs,,databases|APIs,"evaluate AI system quality, latency, cost and reliability",prompt engineering,system_design,"AI agents and LLM-powered workflows, RAG systems, LLM integration with tools and APIs","Hands-on experience building AI agents, RAG pipelines or LLM-based applications. Experience with LangGraph, LangChain, LlamaIndex, Semantic Kernel"
2026-09-18,remote_global,Y Combinator jobs,https://www.ycombinator.com/companies/peakflo/jobs/vIrPzMj-forward-deployed-engineer-fde-india-remote,Peakflo,ai_startup,Forward Deployed Engineer (FDE),0.5,2,True,India / Remote,remote,10-13,Python|SQL,back-end development,,RAG,LangChain|LlamaIndex|hierarchical finance agents|agentic architecture,Gemini|GPT|Claude,Google Cloud,SQL|knowledge bases|financial APIs,A/B testing pipelines|monitoring dashboards|deploying ML models in production|Git,Machine Learning|NLP|LLM fine-tuning|prompt engineering,documentation,Voice AI conversational flows and hierarchical finance agents with RAG over financial APIs,"Experience with multiple LLM platforms and orchestration frameworks (LangChain, LlamaIndex). Familiarity with advanced NLP techniques"
2026-09-18,remote_global,agentic-engineering-jobs.com,https://agentic-engineering-jobs.com/jobs/pulsora-forward-deployed-engineer-Tnl4pX,Pulsora,ai_startup,Forward Deployed Engineer,3,7,False,India (Remote),remote,,Python|JavaScript|TypeScript|SQL,REST APIs,Vercel AI SDK,RAG,LangChain|LangGraph|AI agents|workflow orchestration,OpenAI API,,SQL|analytics platforms,evaluation,prompt engineering,client_facing|stakeholder_management|poc_prototype|requirements_gathering,"AI-enabled ESG reporting solutions, POCs, internal tools, integrations and dashboards for enterprise clients","Experience with LLM application development including prompt engineering, RAG, AI agents, workflow orchestration and evaluation"
2026-09-18,remote_global,agentic-engineering-jobs.com,https://agentic-engineering-jobs.com/jobs/pulsora-ai-engineer-bkPxiE,Pulsora,ai_startup,AI Engineer,5,,False,India (Remote),remote,,Python|Java,Java backends|Python AI services,React,RAG|embeddings|reranking,LangChain|LangGraph|multi-step agentic workflows,OpenAI|Anthropic|Gemini|Ollama,,Pandas|NumPy,Cursor|Claude Code|GitHub Copilot,fine-tuning|LoRA|QLoRA|prompt engineering|Scikit-learn,,Production-grade LLM applications with multi-step agentic workflows and fine-tuned domain models,"5+ years professional software development with minimum 2 years on AI/ML, particularly LLMs"
2026-09-18,remote_global,Remote Rocketship,https://www.remoterocketship.com/company/techtorch-io/jobs/ai-developer-india-remote/,TechTorch,ai_startup,AI Developer,3,,False,India Remote,remote,,Python|JavaScript|TypeScript,Node.js|FastAPI,,embeddings|RAG|chunking|indexing,LangGraph|LangChain|AI agents|n8n|Airflow|Prefect|Temporal,OpenAI|Gemini|Claude|Bedrock,AWS,Supabase|Airflow,Git|CI/CD|Docker|Langfuse|Weights & Biases|OpenTelemetry|observability|testing,,,"AI agents and complex automations for quote-to-cash, CRM modernization and billing workflows","3+ years hands-on experience building and shipping AI agents or complex automations. Strong Python including async, testing and packaging"
2026-09-18,remote_global,agentic-engineering-jobs.com,https://agentic-engineering-jobs.com/jobs/neuron7-ai-solutions-engineer-fl7LzY,Neuron7,ai_startup,AI Solutions Engineer,2,5,True,Bengaluru,hybrid,,Python,FastAPI|Pydantic v2|SQLAlchemy 2.0|asyncio,Vercel AI SDK,pgvector|OpenSearch,LangGraph|LangChain|CrewAI|AutoGen|Agno|LLM-powered agent pipelines,LLM,AWS,PostgreSQL|JSONB|Kafka|Kinesis|Fluentd,Docker,,system_design,Service Resolution Intelligence: AI agents doing root-cause analysis over streaming logs,"2+ years of production Python. Comfortable with asyncio, FastAPI, Pydantic v2 and SQLAlchemy 2.0. Hands-on building LLM-powered agent pipelines"
2026-09-18,remote_global,TopGenAIJobs,https://www.topgenaijobs.com/jobs/gen-ai-developer-at-scalex-in-remote-38d18c,Scalex,consultancy,Gen AI Developer,2,5,True,Remote Global,remote,16-26,Python,APIs|microservices,,vector storages,LangChain,LLM,,data storages|data pipelines,Docker|Kubernetes|LLM testing|debugging,NLP|Machine Learning|Deep Learning|TensorFlow|PyTorch|fine-tuning,requirements_gathering|stakeholder_management,"Gen AI applications with vector storage, APIs and microservices integrated into existing systems","Implement the data storages and vector storages required for models. Perform LLM testing, fine-tuning and optimizations"
2026-09-18,remote_global,Remote Rocketship,https://www.remoterocketship.com/company/lingaro/jobs/ml-ai-engineer-india-remote/,Lingaro,services_mnc,ML/AI Engineer,,,False,India Remote,remote,,,Power Automate,,RAG|knowledge grounding|Azure AI Search|Generative Answers,Microsoft Copilot Studio|enterprise AI agents|routing|fallback handling,Azure OpenAI|Azure AI Foundry,Azure|Azure AI Foundry,SharePoint|Dataverse,,,,Enterprise AI agents in Microsoft Copilot Studio grounded on SharePoint/Dataverse with RAG,"Hands-on experience building enterprise AI agents. Strong knowledge of Topics, triggers, routing, fallback handling, Generative Answers, RAG"
2026-09-18,remote_global,Remote Rocketship,https://www.remoterocketship.com/company/newrocket/jobs/servicenow-ai-developer-india-remote/,NewRocket,consultancy,ServiceNow AI Developer,3,,False,India Remote,remote,,,REST|SOAP|Web Services Integration,,,Virtual Agent|Now Assist,,Cloud|cloud-to-cloud integrations,ETL|JDBC|ODBC,,Predictive Intelligence|machine learning|NLP|predictive analytics,,"AI-driven applications and workflows on ServiceNow across ITSM, ITOM, CSM and HRSD","Strong experience with ServiceNow AI and automation capabilities including Virtual Agent, Predictive Intelligence, Now Assist"
2026-09-18,remote_global,Built In,https://builtin.com/job/applied-ai-engineer-agentic-workflows-india/6248258,Built In listing,global_product,Applied AI Engineer (Agentic Workflows),4,,False,India,remote,,Python|SQL,APIs,conversational UIs,vector databases|RAG,langchain|tool use orchestration|agent memory design|agentic systems,LLM APIs|OpenAI|Anthropic|transformers,,SQL|structured/semi-structured data,AI monitoring systems,natural language processing|reinforcement learning,stakeholder_management,"Agentic systems that interpret user intent, plan tasks and execute through conversational interfaces","Deep experience with Python, LLM APIs and libraries like transformers, langchain, OpenAI. Familiarity with vector databases, tool use orchestration and agent memory design"
2026-09-18,remote_global,Built In,https://builtin.com/job/ai-engineer/6775575,Databricks,global_product,AI Engineer - FDE,,,False,Remote India,remote,,Python,,,RAG,LangChain|DSPy|multi-agent systems,HuggingFace|GenAI,AWS|Azure|GCP|Databricks Intelligence Platform,pandas|Apache Spark|Text2SQL,production-grade deployments|evaluation|optimizations,fine-tuning|PyTorch|scikit-learn,client_facing|stakeholder_management|mentoring,Professional services engagements building and productionizing first-of-its-kind GenAI applications,"Experience building GenAI applications including RAG, multi-agent systems, Text2SQL, fine-tuning. Expertise in deploying production-grade GenAI including evaluation"
2026-09-18,remote_global,We Work Remotely,https://weworkremotely.com/remote-jobs/gitlab-ai-engineer,GitLab,global_product,AI Engineer,,,False,Anywhere in the World,remote,USD 108-130k US only,Python|JavaScript|TypeScript,REST APIs|GraphQL,,RAG,agentic architecture patterns|tool use|multi-agent orchestration|human-in-the-loop|n8n|Make|Workato,Anthropic|OpenAI|open-source alternatives,,Salesforce|Marketo|Zendesk,guardrails|evaluation frameworks|CI/CD,prompt engineering|context windows|model selection,system_design|poc_prototype|client_facing|requirements_gathering,"Internal AI-powered solutions for Sales, Marketing and Support integrated with CRM","Agentic architecture patterns: tool use, multi-agent orchestration, human-in-the-loop designs, guardrails, evaluation frameworks"
2026-09-18,remote_global,Remote Rocketship,https://www.remoterocketship.com/company/smartworking-io/jobs/applied-ai-engineer-india-remote/,Smart Working,staffing,Applied AI Engineer,,,False,India Remote,remote,,Python|SQL,APIs,,RAG|document-based AI systems,AI workflows,LLMs,AWS|Azure,SQL Server|data pipelines|unstructured data|PDFs,,,poc_prototype,Document understanding and automated report generation with RAG wired into legacy backends,"Proven experience building real-world AI applications using LLMs, particularly RAG or document-based AI systems"
2026-09-18,remote_global,Remote Rocketship,https://www.remoterocketship.com/company/attainsolutions/jobs/ai-engineer-india-remote/,Attain,ai_startup,AI Engineer,,,False,India Remote,remote,,Python,APIs,React Native|Expo|React,,,LLMs,,SQLite,evaluation cycles|debugging system failures,prompt engineering|dataset building,documentation,"AI systems powering an AI mobile communication app: prompt design, dataset building, evaluation",Experience or formal training with LLMs and prompt engineering
